GarageArea,OverallQual,OverallCond,KitchenQual,BsmtExposure,BsmtFinType1,GarageFinish,GrLivArea_log,TotalBsmtSF_log,LotArea_log,SalePrice
440,6,7,3,1.0,3.0,,7.45876269238096,6.816735880594968,9.18881025342582,159000
208,6,7,2,1.0,1.0,2.0,7.055312843339752,6.760414691083428,8.699681400989514,120000
336,5,4,2,,,1.0,7.4798641311650265,0.0,9.987415012471414,115000
440,6,5,2,1.0,5.0,2.0,6.8658910748834385,6.983789965258135,8.502891406705377,128000
774,9,5,3,3.0,,1.0,7.511524648390866,7.508238774678663,9.36691667901828,314813
281,5,4,2,1.0,2.0,1.0,7.448333860897476,6.645090969505644,9.342245442856122,131000
858,9,5,4,3.0,6.0,3.0,7.906178840394815,7.2813856635702825,9.612399686949514,446261
560,6,6,2,1.0,2.0,,7.221105098182496,6.785587645007929,8.738895704934043,127500
164,7,8,4,1.0,5.0,1.0,7.510430556378006,6.814542897259958,7.824445930877619,155000
521,6,5,3,1.0,5.0,2.0,7.0909098220799835,7.0909098220799835,9.328123407632566,177500
660,5,6,2,1.0,3.0,,7.232010331664759,6.580639137284949,9.422139821589736,128500
400,6,5,3,1.0,1.0,,7.284134806195205,6.591673732008658,8.990939806940807,176000
711,8,7,3,1.0,6.0,2.0,7.803435056952168,7.396335293800808,10.749141204810842,402000
0,5,6,2,3.0,1.0,,7.583247524303362,6.846943139585379,9.050875597325156,130000
504,6,7,2,1.0,3.0,2.0,6.996681488176539,6.996681488176539,9.018089684104343,145000
264,5,7,3,1.0,5.0,1.0,7.01571242048723,7.01571242048723,9.169622538697624,147000
0,4,5,2,1.0,5.0,,6.762729506931879,6.762729506931879,9.259225769705994,115000
442,7,5,3,1.0,1.0,3.0,7.498315870766981,6.902742737158593,8.922791623969637,189000
576,5,4,2,3.0,1.0,1.0,7.398174092970465,7.398174092970465,10.12667110305036,143000
624,6,7,2,1.0,5.0,2.0,7.869019376499023,7.328437352895162,9.287394001418473,240000
626,7,5,3,1.0,6.0,,7.181591944611865,7.181591944611865,8.517593111437565,230000
564,7,5,3,1.0,6.0,2.0,7.562161631225652,6.621405651764134,9.228867676590067,190000
606,7,5,3,3.0,6.0,2.0,7.3031700512368,7.295735072749282,9.036106025364846,213000
0,4,7,1,1.0,2.0,,6.5638555265321274,6.042632833682381,8.581294116822761,82500
856,8,5,4,3.0,6.0,3.0,7.446585099157725,7.446585099157725,9.16868469670735,274900
308,5,6,2,1.0,4.0,1.0,7.146772179452637,7.146772179452637,8.978660489639687,155000
1134,8,5,4,2.0,,3.0,7.6487397889562425,7.639161171659173,9.947360886980098,423000
288,5,7,2,2.0,3.0,2.0,6.762729506931879,6.762729506931879,9.165447603085447,128500
836,9,5,4,3.0,6.0,3.0,7.68937110752969,7.007600613951853,9.333354147871328,335000
757,8,5,3,1.0,6.0,2.0,7.393263094763838,7.393263094763838,9.430439293104167,262000
384,5,5,2,1.0,3.0,1.0,6.947937068614969,6.947937068614969,9.32375833901174,129500
434,7,5,3,1.0,1.0,3.0,7.618742377670413,6.785587645007929,9.159678457173955,222500
481,8,5,4,3.0,2.0,3.0,7.3098814858247865,7.3098814858247865,9.164296433474776,270000
626,7,5,3,1.0,6.0,2.0,7.181591944611865,7.181591944611865,8.529911963824013,207500
539,6,6,2,1.0,5.0,1.0,7.463936604468925,6.555356891810665,9.367429587218957,175000
833,7,5,3,2.0,4.0,2.0,7.662937850461535,7.007600613951853,9.482350275033667,238000
0,5,6,1,1.0,,,7.448333860897476,6.660575149839686,8.646113971483077,135900
484,7,5,3,2.0,,2.0,7.214504414151143,7.214504414151143,8.759668671029939,224000
400,7,5,2,1.0,,2.0,7.266128779556451,5.953243334287785,9.207135241027235,170000
400,7,5,3,1.0,6.0,2.0,7.108244139731541,7.108244139731541,8.922791623969637,185000
615,7,5,3,1.0,1.0,3.0,7.647308832356238,6.816735880594968,9.145908511816794,263000
360,5,5,2,1.0,3.0,1.0,6.762729506931879,6.762729506931879,9.021839764105513,62383
750,5,7,4,1.0,3.0,2.0,6.960347729101308,6.9167150203536085,9.102086786535928,150000
611,5,5,2,4.0,5.0,3.0,7.43955930913332,7.237778191923443,9.720045368073471,171000
308,5,6,2,1.0,3.0,2.0,6.963189985870238,6.963189985870238,9.009080614161977,139000
220,3,8,2,1.0,5.0,1.0,7.059617628291383,7.0587581525186645,8.669227347271736,126175
562,7,6,3,1.0,1.0,2.0,7.418180822726788,6.70196036600254,9.002824076547672,205950
528,6,8,3,2.0,1.0,1.0,7.087573705557973,6.529418838262226,9.42181611842271,110000
820,9,5,4,1.0,1.0,3.0,8.052296499538647,7.563719668414366,9.511851382364405,485000
530,7,6,2,1.0,1.0,1.0,7.428333194190806,7.173958319756794,9.249657234353133,174000
525,5,5,2,4.0,6.0,3.0,6.9782137426306985,6.306275286948016,8.209580483475577,145000
614,7,5,3,2.0,6.0,1.0,7.344719054149673,6.6293632534374485,9.0642735958414,215200
788,9,5,4,1.0,1.0,3.0,7.552762084214147,7.552762084214147,9.364862411412354,320000
550,7,6,3,3.0,6.0,2.0,7.415776975415394,6.684611727667927,9.275003885301905,212000
520,6,5,2,4.0,6.0,2.0,7.208600337960199,7.130098510125578,9.107310471656639,168500
462,6,5,3,1.0,1.0,2.0,7.520776415062797,6.962243464266207,9.325364048544964,189000
300,5,6,2,1.0,1.0,2.0,7.379008127628304,6.280395838960195,9.53430615650521,140000
409,6,5,2,1.0,5.0,3.0,7.312553498102598,6.539585955617669,9.475163150281881,187500
678,7,5,3,1.0,6.0,2.0,7.5745584842024805,6.899723107284872,9.437714959818209,254900
260,5,7,2,1.0,5.0,,7.002155954403621,7.002155954403621,8.908018322784887,135000
460,6,8,2,1.0,5.0,1.0,6.961296045910167,6.961296045910167,9.18512512283512,151000
288,5,6,2,1.0,3.0,3.0,6.834108738813838,6.834108738813838,8.699681400989514,112500
240,7,6,2,1.0,3.0,1.0,7.507141079727608,6.934397209928558,9.118334726180159,184000
672,7,3,2,1.0,6.0,3.0,8.03365842788615,6.715383386334681,9.671807670199632,197000
304,4,5,2,3.0,1.0,1.0,7.489412083508719,7.007600613951853,9.328212292571072,161500
280,5,4,2,1.0,,1.0,6.930494765951626,6.930494765951626,8.881975184248867,85000
508,7,5,3,1.0,6.0,,7.150701457592526,7.150701457592526,9.08421009483197,203000
656,9,5,4,1.0,1.0,3.0,7.826044013518965,7.023758954738443,9.323579767582693,325000
736,9,5,4,2.0,6.0,3.0,7.675081857716334,7.273092595999522,9.310276200588783,313000
577,8,5,3,1.0,6.0,,7.616775808698373,7.029087564149662,9.156306483483696,237000
520,6,6,2,1.0,1.0,1.0,7.509335266016592,6.639875833826536,9.511629447834181,180500
275,5,6,2,1.0,4.0,,6.9167150203536085,6.9167150203536085,9.343646739284408,137000
352,5,6,3,1.0,2.0,1.0,6.543911845564792,6.089044875446846,8.361941906144946,90350
574,6,5,2,4.0,3.0,1.0,7.455298485683291,7.455298485683291,9.444700778495557,150900
472,7,5,3,3.0,5.0,2.0,7.370860166536716,7.370860166536716,9.236495329453033,214000
528,5,6,2,1.0,,1.0,7.239214973779806,7.239214973779806,9.336267928573973,121500
813,10,5,4,3.0,6.0,3.0,8.406708458240965,7.781973234434385,9.656563472556515,745000
534,7,6,2,1.0,1.0,2.0,7.585788821732034,6.695798917058491,9.38873757187798,190000
457,7,5,3,1.0,6.0,3.0,7.316548177182976,7.205635176410364,8.065579427282092,181000
350,5,3,2,1.0,1.0,1.0,7.152268856032539,7.152268856032539,9.166597449028265,60000
702,9,5,4,1.0,1.0,3.0,7.496097345175956,7.496097345175956,9.386308454797962,239000
0,6,5,2,3.0,6.0,,6.705639094860003,6.705639094860003,9.37940781309172,118500
625,5,7,2,,,1.0,6.947937068614969,0.0,8.881975184248867,109500
280,5,6,2,1.0,1.0,1.0,6.829793737512425,6.829793737512425,8.986071187374463,110000
528,6,6,3,1.0,1.0,1.0,6.725033642166843,6.725033642166843,8.885717651712119,105500
431,7,5,3,1.0,1.0,3.0,7.54274354536855,6.836259277277067,9.32500744695431,199900
701,7,7,3,2.0,5.0,2.0,7.69484807238461,7.677400430514807,9.59458184363272,271900
504,5,4,2,2.0,4.0,1.0,6.946975992135418,6.946975992135418,9.360999248261296,131500
312,5,5,2,1.0,1.0,,7.148345743900068,6.580639137284949,9.965851836732678,135000
384,5,8,2,1.0,3.0,1.0,7.221105098182496,6.759255270663693,9.036701015565063,119000
542,7,6,2,1.0,1.0,3.0,7.646831391430482,6.674561391814426,9.93037288131751,215000
338,5,6,2,3.0,4.0,1.0,6.762729506931879,6.762729506931879,9.650142492488797,133500
336,6,7,3,1.0,1.0,1.0,7.803026643632217,6.690842277418564,9.173572647783969,169000
480,6,7,3,4.0,6.0,2.0,6.961296045910167,6.842683282238422,9.082620630373812,137500
0,5,5,2,1.0,5.0,,7.02197642307216,7.02197642307216,9.036344063928219,147000
834,7,5,3,3.0,1.0,2.0,7.388327859577107,7.388327859577107,9.069813136839207,232000
515,5,7,2,1.0,5.0,2.0,6.97914527506881,6.97914527506881,9.238927828828094,156000
418,5,5,2,3.0,5.0,2.0,7.237059026124737,7.237059026124737,9.211439767419483,170000
539,4,5,2,1.0,4.0,,6.759255270663693,6.759255270663693,9.42084437974393,82500
576,7,9,3,1.0,5.0,2.0,7.035268599281097,6.329720905522696,8.881975184248867,155000
1052,8,5,3,4.0,6.0,2.0,7.947678571301568,7.2909747781429814,9.20693457884135,424870
608,8,5,3,1.0,6.0,2.0,7.388327859577107,7.3752557780097545,8.592300663903043,236500
528,5,8,3,4.0,5.0,2.0,7.271008538280992,7.271008538280992,9.284426915328881,218000
451,7,5,3,1.0,,1.0,7.396948602621014,7.396948602621014,9.18512512283512,213000
765,8,5,3,4.0,6.0,3.0,7.496097345175956,7.496097345175956,9.570250078424845,312500
512,6,7,2,1.0,1.0,2.0,7.526178913346146,6.270988431858299,9.169622538697624,187000
502,6,5,2,1.0,1.0,3.0,7.424165281042028,6.7357800142423265,10.113870026547724,181000
618,7,5,3,1.0,6.0,2.0,7.642524134232902,6.863803391452954,9.224539091375995,233000
200,5,6,2,2.0,2.0,1.0,7.013915474810528,6.424869023905388,9.114379980830272,95000
0,3,6,2,1.0,1.0,,6.593044534142437,5.602118820879701,8.326274787396764,52000
435,6,5,2,1.0,,1.0,7.369600720526409,7.217443431696533,9.743553514619803,181000
1166,9,5,4,1.0,6.0,3.0,7.711996507047669,7.7039102096163115,9.765603845172741,501837
0,4,4,2,1.0,4.0,,6.755768921984255,6.755768921984255,9.002824076547672,88000
0,5,5,2,1.0,,,6.726233402358747,6.726233402358747,9.080345575359996,112000
506,5,7,2,1.0,3.0,1.0,7.157735484249907,6.837332814685591,8.957252944288902,140000
418,6,5,2,1.0,6.0,3.0,7.405495663199472,7.256297239690681,9.169622538697624,167000
292,6,5,2,1.0,3.0,,7.232733136177615,7.232733136177615,9.358846580275406,145250
500,6,6,2,1.0,5.0,1.0,7.637234388789473,7.341483852363161,9.486152271857476,210000
686,5,8,3,1.0,1.0,1.0,7.3395376954076745,6.478509642208569,9.25349564229011,157500
782,7,5,3,3.0,6.0,,7.347943823148687,7.347943823148687,9.218804450388312,212900
429,5,6,2,1.0,4.0,1.0,6.8308742346461795,6.8308742346461795,9.116139576577355,117500
494,7,5,3,3.0,6.0,2.0,7.254884810077338,7.254884810077338,9.07954808172616,185500
0,3,2,1,1.0,1.0,,7.3310603052186325,6.921658184151129,9.044403844431551,85000
588,5,5,2,1.0,2.0,3.0,7.44600149832412,7.394493107219038,9.035272443893536,145000
908,8,5,3,3.0,1.0,2.0,7.4489161025442,7.444248649496705,9.318925682389624,255500
240,5,6,4,1.0,1.0,1.0,7.467942332285852,6.456769655572163,9.105090961257085,124000
624,6,9,2,1.0,1.0,1.0,7.0707241072602764,6.54965074223381,8.699681400989514,134900
504,8,5,3,1.0,1.0,2.0,7.5688956634069955,7.249215057114389,9.323222529032856,230500
684,4,6,2,1.0,5.0,1.0,6.755768921984255,6.755768921984255,8.901230352110781,110000
685,8,5,3,3.0,1.0,2.0,7.560080465021827,6.984716320118266,9.655795128300506,233230
576,7,7,3,1.0,1.0,1.0,7.47477218239787,6.391917113392602,8.881975184248867,157000
576,5,5,2,1.0,2.0,1.0,7.455298485683291,7.455298485683291,9.480520169291822,142600
474,7,5,3,1.0,6.0,2.0,7.394493107219038,6.639875833826536,7.803435056952168,154000
426,7,5,3,3.0,6.0,2.0,7.311218384419629,6.484635235635252,9.747126097411705,179665
160,6,5,2,2.0,,1.0,6.673297967767654,6.645090969505644,8.747193183526933,91000
550,7,7,2,1.0,1.0,2.0,7.568379267836522,6.677083461247136,9.42424134192346,197900
483,7,6,2,1.0,,2.0,7.583247524303362,6.6895992691789665,9.257319373170178,205000
228,8,7,3,1.0,1.0,1.0,7.418780882750794,6.3784261836515865,8.537191877922927,161000
328,5,8,2,3.0,6.0,1.0,6.893656354602635,6.893656354602635,9.034318927730707,149900
484,7,5,3,3.0,6.0,2.0,7.214504414151143,7.214504414151143,9.011767474596178,207000
420,6,5,3,3.0,6.0,,6.744059186311348,6.744059186311348,8.395477432732141,143000
753,8,5,4,2.0,1.0,3.0,7.58629630715272,6.990256500493881,9.311632623458054,281000
834,8,5,3,2.0,1.0,3.0,7.624130585661289,7.624130585661289,9.379661116592885,372500
839,7,5,3,1.0,6.0,,7.531552381407289,6.900730664045173,9.241548299100376,235000
441,6,6,3,1.0,1.0,1.0,7.666221925662725,6.739336627357174,9.383368881858544,214500
656,7,5,3,4.0,6.0,2.0,7.881182202227102,7.206377291472252,9.200391041122515,260000
923,6,7,2,1.0,6.0,,7.1204443723924875,6.816735880594968,8.910315776326016,149700
484,5,5,2,3.0,4.0,1.0,6.805722553416985,6.762729506931879,9.092232283495854,131000
352,5,6,2,1.0,5.0,,6.816735880594968,6.816735880594968,9.470317173335742,144000
528,6,5,2,4.0,4.0,3.0,7.4127640174265625,6.985641817639208,10.366309203003638,215000
884,6,5,2,4.0,3.0,1.0,7.232010331664759,7.217443431696533,9.867704922396356,176000
630,5,5,2,,,1.0,7.611347717403621,0.0,9.036106025364846,144000
440,6,7,2,3.0,,1.0,6.959398512133975,6.918695219020472,9.084436955087027,155000
752,8,5,3,3.0,2.0,2.0,7.836764783264067,7.1846291527173145,9.413934064045677,290000
660,8,5,3,2.0,6.0,3.0,7.52456122628536,6.912742820493176,9.112396727646056,230000
500,8,5,3,2.0,6.0,2.0,7.415175109613295,7.415175109613295,9.228474942171665,290000
506,9,5,3,3.0,6.0,3.0,7.444248649496705,7.4377951216719325,8.540909718033554,328900
288,6,8,3,2.0,6.0,,6.816735880594968,6.816735880594968,8.820108644508608,142000
470,6,5,3,1.0,6.0,2.0,7.475905969367397,6.834108738813838,9.64387450001194,231500
497,6,6,2,1.0,4.0,1.0,7.241366283322318,6.584791392385716,9.467846701917901,162000
308,5,5,2,1.0,5.0,3.0,6.947937068614969,6.947937068614969,8.922791623969637,133000
968,10,5,4,4.0,6.0,3.0,7.780303087908373,7.780303087908373,9.508442961755847,386250
440,6,6,3,1.0,4.0,,7.00669522683704,7.00669522683704,8.699681400989514,110500
836,8,5,4,1.0,6.0,3.0,7.639642287858013,6.942156705699469,9.287394001418473,339750
360,5,6,2,3.0,4.0,1.0,6.6895992691789665,6.580639137284949,8.517393171418904,87000
300,6,8,3,1.0,1.0,1.0,7.050122520269059,6.996681488176539,9.546884034617925,158500
528,7,6,3,4.0,6.0,2.0,7.068172000388042,6.960347729101308,9.271059107010888,170000
0,4,5,1,,,,6.996681488176539,0.0,8.630700432209832,55000
180,5,5,2,2.0,1.0,1.0,7.487173694213739,6.617402977974478,9.48288342558516,138887
487,7,6,3,1.0,1.0,2.0,7.560601162768557,6.3473892096560105,9.229456489168413,170000
690,7,5,3,1.0,1.0,2.0,7.421177528595393,7.421177528595393,9.60642831827175,240000
480,7,5,3,1.0,1.0,2.0,7.1098794630722715,6.398594934535208,7.841885928984623,147400
484,7,8,2,1.0,5.0,3.0,7.496652438168283,7.31455283232408,9.655218482441182,289000
506,5,5,2,1.0,1.0,1.0,7.4127640174265625,7.4127640174265625,9.132054453577638,135000
642,7,5,3,1.0,5.0,1.0,7.4489161025442,6.6293632534374485,9.164401140034737,140000
779,9,5,3,1.0,1.0,3.0,7.8632667240095735,7.2399325913204695,9.6006918422743,333168
312,5,7,3,1.0,2.0,1.0,7.405495663199472,6.591673732008658,9.15704507491796,146500
872,8,5,3,3.0,6.0,,7.81156848934518,7.036148493750536,9.400960731584833,354000
480,5,5,2,1.0,6.0,1.0,7.217443431696533,6.680854678790215,9.55506418479516,143000
472,8,5,4,3.0,6.0,2.0,7.3031700512368,7.29776828253138,9.109193189971226,265900
884,5,8,3,2.0,6.0,1.0,7.0909098220799835,6.762729506931879,9.130322663990151,146000
478,6,5,2,1.0,1.0,2.0,7.208600337960199,6.970730078143525,9.224341891611996,165000
0,4,5,1,,,,7.050122520269059,0.0,8.706324840138741,82000
583,7,5,3,1.0,2.0,3.0,7.427144133408616,7.409136443920128,9.224341891611996,213250
352,5,4,2,1.0,1.0,1.0,7.273092595999522,6.293419278846481,8.517393171418904,79000
318,5,5,2,1.0,4.0,2.0,7.102499355774649,7.102499355774649,9.245321340871428,143000
475,6,8,3,1.0,6.0,2.0,7.299797366758161,6.587550014824796,9.511777409660299,130500
800,8,5,3,1.0,1.0,,7.496652438168283,6.795705775173514,9.25569607369698,239900
213,6,7,3,1.0,4.0,1.0,7.3098814858247865,6.648984550024776,8.922791623969637,177500
514,7,5,3,1.0,6.0,1.0,7.753623546559746,7.297091005160418,9.379238908437996,262280
825,8,5,3,3.0,1.0,,7.370860166536716,7.370860166536716,9.210440366976517,227000
539,6,6,2,2.0,5.0,3.0,7.085901464365611,6.486160788944089,9.09504174761272,159500
576,6,5,3,4.0,6.0,2.0,7.3098814858247865,7.299797366758161,9.13097243659261,217000
666,8,5,3,3.0,,3.0,8.08301991917133,7.617759576608505,9.597030324758013,410000
576,5,5,2,3.0,6.0,1.0,6.818924065275521,6.769641976852503,9.087833697483386,148000
546,7,7,4,1.0,2.0,1.0,7.403670290012373,6.591673732008658,9.169622538697624,178000
360,5,7,2,1.0,1.0,1.0,7.3613754289773485,6.983789965258135,8.738895704934043,162900
588,7,5,2,3.0,6.0,1.0,7.29505641646263,7.224753405767971,9.55506418479516,187500
423,6,7,2,2.0,5.0,1.0,7.467942332285852,6.891625897052253,9.434203664214742,160000
578,8,5,3,3.0,6.0,2.0,7.478169694159785,6.7650389767805414,9.284519770150434,212000
297,6,5,2,1.0,2.0,2.0,7.087573705557973,7.087573705557973,9.105090961257085,139000
